palabra1,palabra2,compuesta,Clase
angry,angry,angry shrimp,0
hot,hot,hot butterscotch,0
say,say,say tasty,0
filling,filling,filling meal,0
tasty,tasty,tasty sea,0
bowl,bowl,bowl nutritiou,0
maki,maki,maki tempura,0
stuffed,stuffed,stuffed caramel,0
pecan,pecan,pecan stuffed,0
steamed,steamed,steamed garlic,0
nutritiou,nutritiou,nutritiou filling,0
steam,steam,steam black,0
flavorful,flavorful,flavorful house,0
make,make,make flavorful,0
breakfast,breakfast,breakfast large,0
raspberry,raspberry,raspberry roll,0
phoenix,phoenix,phoenix tempura,0
penne,penne,penne served,0
served,served,served garlic,0
almond,almond,almond stuffed,0
vegan,vegan,vegan happy,0
food,food,food small,0
bubble,bubble,bubble sugar,0
roll,roll,roll bubble,0
ice,ice,ice jelly,0
ketchup,ketchup,ketchup waffle,0
champagne,champagne,champagne ice,0
pie,pie,pie blanco,0
sauce,sauce,sauce pie,0
rice,rice,rice spice,0
crunchy,crunchy,crunchy french,0
happy,happy,happy piece,0
ranch,ranch,ranch fry,0
instead,instead,instead korean,0
cheese,cheese,cheese penne,0
roll,roll,roll dog,0
broccolini,broccolini,broccolini dry,0
egg,egg,egg skewer,0
spiced,spiced,spiced ketchup,0
potato,potato,potato spiced,0
milk,milk,milk vega,0
chinese,chinese,chinese spot,0
deliciou,deliciou,deliciou chinese,0
salmon,salmon,salmon gyoza,0
fry,fry,fry dressing,0
gyoza,gyoza,gyoza kalbi,0
caramel,caramel,caramel dessert,0
churro,churro,churro miso,0
pistachio,pistachio,pistachio mousse,0
cottum,cottum,cottum pineapple,0
pineapple,pineapple,pineapple pink,0
meat,meat,meat bbq,0
pink,pink,pink lime,0
chicken,chicken,chicken yellow,0
skewer,skewer,skewer deliciou,0
cocoa,cocoa,cocoa dark,0
candied,candied,candied shaving,0
serving,serving,serving cheese,0
cauliflower,cauliflower,cauliflower bacon,0
sauce,sauce,sauce thai,0
special,special,special coconut,0
salmon,salmon,salmon tostada,0
basil,basil,basil spaghetti,0
hot,hot,hot basil,0
mild,mild,mild waffle,0
thai,thai,thai mild,0
chili,chili,chili thai,0
lunch,lunch,lunch crispy,0
quiche,quiche,quiche french,0
cabbage,cabbage,cabbage cocktail,0
vegetable,vegetable,vegetable sweet,0
paste,paste,paste condiment,0
seed,seed,seed paste,0
fritter,fritter,fritter sesame,0
donut,donut,donut rice,0
poblano,poblano,poblano stuffed,0
stuffed,stuffed,stuffed steak,0
bean,bean,bean fresh,0
poutine,poutine,poutine juice,0
special,special,special glass,0
order,order,order piece,0
sandwich,sandwich,sandwich dill,0
sandwich,sandwich,sandwich super,0
hamburger,hamburger,hamburger double,0
beet,beet,beet grilled,0
grilled,grilled,grilled baguette,0
broiled,broiled,broiled hamburger,0
crab,crab,crab sweet,0
beef,beef,beef order,0
blueberry,blueberry,blueberry fruity,0
dumpling,dumpling,dumpling big,0
churro,churro,churro blueberry,0
piece,piece,piece dumpling,0
pistachio,pistachio,pistachio cinnamon,0
matcha,matcha,matcha pistachio,0
coconut,coconut,coconut matcha,0
mustard,mustard,mustard roasted,0
beer,beer,beer mustard,0
honey,honey,honey beer,0
deliciou,deliciou,deliciou fat,0
butter,butter,butter flavor,0
bone,bone,bone butter,0
lasagna,lasagna,lasagna fried,0
veggie,veggie,veggie curry,0
mix,mix,mix veggie,0
pear,pear,pear parfait,0
wing,wing,wing beef,0
pig,pig,pig veggie,0
fish,fish,fish pig,0
parfait,parfait,parfait yogurt,0
platter,platter,platter special,0
slouse,slouse,slouse garden,0
salmon,salmon,salmon oop,0
pie,pie,pie slouse,0
stew,stew,stew brew,0
spicy,spicy,spicy veggie,0
seaweed,seaweed,seaweed calamari,0
fettuccine,fettuccine,fettuccine spinach,0
bbq,bbq,bbq street,0
super,super,super seared,0
glass,glass,glass pork,0
curry,curry,curry vegetarian,0
egg,egg,egg vegetarian,0
vegetarian,vegetarian,vegetarian brunch,0
noodle,noodle,noodle raw,0
steak,steak,steak yellow,0
piece,piece,piece spicy,0
yellow,yellow,yellow pepper,0
pepper,pepper,pepper crema,0
crema,crema,crema nut,0
cheek,cheek,cheek ravioli,0
ravioli,ravioli,ravioli pizza,0
cute,cute,cute toast,0
pollo,pollo,pollo combination,0
mignon,mignon,mignon set,0
set,set,set big,0
style,style,style stuffed,0
goat,goat,goat biscuit,0
waffle,waffle,waffle butter,0
gourmet,gourmet,gourmet waffle,0
bisque,bisque,bisque salty,0
hot,hot,hot cheese,0
marrow,marrow,marrow dessert,0
arugula,arugula,arugula lemon,0
pepper,pepper,pepper served,0
mignon,mignon,mignon beef,0
piece,piece,piece gravy,0
snow,snow,snow mochi,0
charcoal,charcoal,charcoal mix,0
bento,bento,bento huge,0
unagi,unagi,unagi bento,0
burger,burger,burger fish,0
serf,serf,serf steam,0
steak,steak,steak serf,0
grill,grill,grill fillet,0
cheesecake,cheesecake,cheesecake spiced,0
guacamole,guacamole,guacamole appetizer,0
split,split,split ice,0
corn,corn,corn guacamole,0
milk,milk,milk sweet,0
aged,aged,aged deliciou,0
cooked,cooked,cooked char,0
soup,soup,soup broth,0
roasted,roasted,roasted sea,0
gravy,gravy,gravy steam,0
rice,rice,rice fry,0
vegan,vegan,vegan caprese,0
papaya,papaya,papaya salsa,0
roll,roll,roll garlic,0
medium,medium,medium raw,0
lox,lox,lox breakfast,0
huge,huge,huge appetizer,0
seafood,seafood,seafood black,0
ordered,ordered,ordered seafood,0
dessert,dessert,dessert brunch,0
mexican,mexican,mexican burger,0
lime,lime,lime papaya,0
salsa,salsa,salsa heat,0
fritter,fritter,fritter mango,0
fatty,fatty,fatty duck,0
acai,acai,acai butter,0
raw,raw,raw fatty,0
mango,mango,mango py,0
cheek,cheek,cheek mushroom,0
potato,potato,potato peach,0
tasty,tasty,tasty salsa,0
shawarma,shawarma,shawarma combo,0
pudding,pudding,pudding arancini,0
fried,fried,fried fillet,0
grilled,grilled,grilled korean,0
beef,beef,beef steam,0
asian,asian,asian spicy,0
spot,spot,spot beer,0
steam,steam,steam bite,0
special,special,special flavour,0
love,love,love spot,0
egg,egg,egg biscuit,0
flavour,flavour,flavour juice,0
mexican,mexican,mexican chicken,0
cupcake,cupcake,cupcake carrot,0
burrito,burrito,burrito bean,0
spanish,spanish,spanish bread,0
halibut,halibut,halibut meal,0
set,set,set taco,0
soup,soup,soup herb,0
creamy,creamy,creamy coconut,0
hot,hot,hot basket,0
basket,basket,basket house,0
chicken,chicken,chicken dressing,0
classic,classic,classic brown,0
margaritum,margaritum,margaritum grilled,0
spiced,spiced,spiced popcorn,0
rock,rock,rock margaritum,0
margarita,margarita,margarita rock,0
arancini,arancini,arancini milk,0
cinnamon,cinnamon,cinnamon infused,0
honey,honey,honey sea,0
mascarpone,mascarpone,mascarpone basil,0
pastum,pastum,pastum mascarpone,0
crunch,crunch,crunch fruity,0
custard,custard,custard crunch,0
brown,brown,brown raspberry,0
popcorn,popcorn,popcorn truffle,0
truffle,truffle,truffle coconut,0
tongue,tongue,tongue sandwich,0
fudge,fudge,fudge sunday,0
garden,garden,garden pizza,0
large,large,large garden,0
pie,pie,pie special,0
raspberry,raspberry,raspberry clockwise,0
roll,roll,roll octopus,0
phoenix,phoenix,phoenix roll,0
crunchy,crunchy,crunchy beef,0
little,little,little beef,0
toffee,toffee,toffee more,0
more,more,more toasted,0
toasted,toasted,toasted homemade,0
pastry,pastry,pastry tray,0
golden,golden,golden bun,0
tartare,tartare,tartare house,0
house,house,house aged,0
strip,strip,strip frozen,0
mix,mix,mix toasted,0
taco,taco,taco love,0
coconut,coconut,coconut candied,0
candied,candied,candied ginger,0
ginger,ginger,ginger papaya,0
papaya,papaya,papaya lime,0
poke,poke,poke small,0
walnut,walnut,walnut condensed,0
lime,lime,lime peanut,0
paste,paste,paste walnut,0
pesto,pesto,pesto complimentary,0
love,love,love purple,0
little,little,little seasoning,0
poke,poke,poke salty,0
dumpling,dumpling,dumpling ponzu,0
takoyaki,takoyaki,takoyaki salsa,0
verde,verde,verde garlic,0
aioli,aioli,aioli deliciou,0
roll,roll,roll free,0
lamb,lamb,lamb mango,0
pudding,pudding,pudding buttery,0
salty,salty,salty espresso,0
coleslaw,coleslaw,coleslaw rib,0
purple,purple,purple tortilla,0
sushi,sushi,sushi cucumber,0
brussel,brussel,brussel hash,0
pecan,pecan,pecan fired,0
fired,fired,fired artichoke,0
corn,corn,corn coleslaw,0
goat,goat,goat salad,0
half,half,half corn,0
cream,cream,cream panini,0
chip,chip,chip paste,0
dog,dog,dog cornbread,0
perfect,perfect,perfect dog,0
puree,puree,puree onion,0
churro,churro,churro topping,0
cha,cha,cha watermelon,0
watermelon,watermelon,watermelon deliciou,0
large,large,large sandwich,0
donut,donut,donut cake,0
huge,huge,huge house,0
charcoal,charcoal,charcoal tart,0
onion,onion,onion dish,0
garlic,garlic,garlic puree,0
bite,bite,bite perfect,0
chip,chip,chip food,0
cake,cake,cake garlic,0
deliciou,deliciou,deliciou double,0
lamb,lamb,lamb bean,0
double,double,double shack,0
chai,chai,chai spice,0
mushroom,mushroom,mushroom chili,0
chili,chili,chili crunchy,0
coleslaw,coleslaw,coleslaw sauce,0
marshmallow,marshmallow,marshmallow melted,0
mixed,mixed,mixed marshmallow,0
butter,butter,butter mixed,0
mini,mini,mini bite,0
nutella,nutella,nutella mango,0
dinner,dinner,dinner lunch,0
peanut,peanut,peanut lemon,0
pickle,pickle,pickle poutine,0
cabbage,cabbage,cabbage rice,0
lemon,lemon,lemon pumpkin,0
cheese,cheese,cheese pomodoro,0
traditional,traditional,traditional lobster,0
belly,belly,belly brisket,0
brisket,brisket,brisket beef,0
huge,huge,huge traditional,0
special,special,special sea,0
potato,potato,potato orange,0
orange,orange,orange piece,0
piece,piece,piece butter,0
sauce,sauce,sauce chip,0
oreo,oreo,oreo waffle,0
rock,rock,rock avocado,0
ravioli,ravioli,ravioli burattum,0
texa,texa,texa homemade,0
snapper,snapper,snapper rice,0
pick,pick,pick pulled,0
homemade,homemade,homemade fabulou,0
benedict,benedict,benedict smoked,0
cake,cake,cake huge,0
soup,soup,soup couscou,0
road,road,road elvi,0
fruit,fruit,fruit gelato,0
soup,soup,soup texa,0
broiled,broiled,broiled snapper,0
clam,clam,clam pastum,0
ocean,ocean,ocean clam,0
truffle,truffle,truffle risotto,0
scallop,scallop,scallop polentum,0
topped,topped,topped poached,0
marrow,marrow,marrow sea,0
crusted,crusted,crusted bone,0
more,more,more ordered,0
sausage,sausage,sausage sweet,0
corn,corn,corn smoked,0
vegetarian,vegetarian,vegetarian bao,0
roll,roll,roll bear,0
infused,infused,infused syrup,0
syrup,syrup,syrup chicken,0
cajun,cajun,cajun tilapium,0
sorbet,sorbet,sorbet lime,0
matcha,matcha,matcha donut,0
vinegar,vinegar,vinegar fresh,0
wing,wing,wing oil,0
chicken,chicken,chicken vinegar,0
cake,cake,cake slaw,0
salmon,salmon,salmon organic,0
oil,oil,oil worker,0
blueberry,blueberry,blueberry granola,0
granola,granola,granola oatmeal,0
tomato,tomato,tomato baguette,0
sorbet,sorbet,sorbet vanilla,0
cheesecake,cheesecake,cheesecake honey,0
honey,honey,honey miso,0
smoked,smoked,smoked butter,0
sauce,sauce,sauce mix,0
clockwise,clockwise,clockwise crusted,0
ravioli,ravioli,ravioli caprese,0
aioli,aioli,aioli lemon,0
brownie,brownie,brownie vanilla,0
plate,plate,plate sizzling,0
bowl,bowl,bowl topping,0
vegetarian,vegetarian,vegetarian shrimp,0
chili,chili,chili relleno,0
shrimp,shrimp,shrimp satay,0
savoy,savoy,savoy chicken,0
buttery,buttery,buttery cheddar,0
herb,herb,herb aioli,0
charcuterie,charcuterie,charcuterie brunch,0
cake,cake,cake kale,0
ravioli,ravioli,ravioli pesto,0
mochi,mochi,mochi tea,0
cheddar,cheddar,cheddar scone,0
paste,paste,paste condensed,0
crepe,crepe,crepe red,0
scone,scone,scone arugula,0
fillet,fillet,fillet scallion,0
italian,italian,italian omelet,0
chicken,chicken,chicken paneer,0
rice,rice,rice nan,0
egg,egg,egg buttery,0
plate,plate,plate pickled,0
wing,wing,wing plate,0
mix,mix,mix cheese,0
salad,salad,salad croissant,0
balsamic,balsamic,balsamic salmon,0
karaage,karaage,karaage bowl,0
frozen,frozen,frozen chicken,0
deliciou,deliciou,deliciou pig,0
steamed,steamed,steamed cha,0
grilled,grilled,grilled lunch,0
banchan,banchan,banchan dipping,0
generou,generou,generou salmon,0
wasabi,wasabi,wasabi generou,0
meat,meat,meat salt,0
vegan,vegan,vegan strawberry,0
pig,pig,pig egg,0
watermelon,watermelon,watermelon juicy,0
combo,combo,combo hummu,0
short,short,short infused,0
fudge,fudge,fudge raspberry,0
crusted,crusted,crusted steak,0
pastum,pastum,pastum gnocchi,0
miso,miso,miso sauce,0
salmon,salmon,salmon miso,0
gnocchi,gnocchi,gnocchi double,0
cake,cake,cake pollo,0
asparagu,asparagu,asparagu potato,0
bread,bread,bread bone,0
candy,candy,candy grilled,0
clockwise,clockwise,clockwise cotton,0
roe,roe,roe pan,0
quinoa,quinoa,quinoa tofu,0
bourbon,bourbon,bourbon pineapple,0
dry,dry,dry bourbon,0
sauce,sauce,sauce tomato,0
juicy,juicy,juicy edge,0
homemade,homemade,homemade food,0
filled,filled,filled raspberry,0
doughnut,doughnut,doughnut filled,0
rice,rice,rice roe,0
pan,pan,pan squash,0
alfredo,alfredo,alfredo large,0
bun,bun,bun classic,0
avocado,avocado,avocado albacore,0
traditional,traditional,traditional fudge,0
bacon,bacon,bacon bun,0
chocolate,chocolate,chocolate traditional,0
roll,roll,roll portion,0
mushroom,mushroom,mushroom roll,0
rice,rice,rice slaw,0
special,special,special chilli,0
dessert,dessert,dessert cannoli,0
espresso,espresso,espresso walnut,0
italian,italian,italian braised,0
muffin,muffin,muffin double,0
raspberry,raspberry,raspberry blueberry,0
brunch,brunch,brunch raspberry,0
board,board,board brie,0
zucchini,zucchini,zucchini stick,0
drunken,drunken,drunken shrimp,0
walnut,walnut,walnut sweet,0
kimchi,kimchi,kimchi hot,0
super,super,super dessert,0
warm,warm,warm cornbread,0
topped,topped,topped sriracha,0
red,red,red soup,0
mini,mini,mini grilled,0
dinner,dinner,dinner bread,0
vegan,vegan,vegan oreo,0
food,food,food little,0
pastrami,pastrami,pastrami food,0
dinner,dinner,dinner pastrami,0
bowl,bowl,bowl plate,0
mix,mix,mix protein,0
yummy,yummy,yummy warm,0
protein,protein,protein tuna,0
pumpkin,pumpkin,pumpkin slouse,0
beef,beef,beef salsa,0
bean,bean,bean snow,0
mozzarella,mozzarella,mozzarella ground,0
cheddar,cheddar,cheddar mozzarella,0
taco,taco,taco cheddar,0
sandwich,sandwich,sandwich beef,0
bread,bread,bread buttermilk,0
instead,instead,instead bread,0
tre,tre,tre cheese,0
enchilada,enchilada,enchilada roasted,0
dish,dish,dish spice,0
chestnut,chestnut,chestnut macaron,0
quinoa,quinoa,quinoa roasted,0
filled,filled,filled chestnut,0
large,large,large cream,0
room,room,room pancake,0
almond,almond,almond cooky,0
grilled,grilled,grilled sourdough,0
crawfish,crawfish,crawfish grilled,0
coffee,coffee,coffee affogato,0
fried,fried,fried instead,0
super,super,super shrimp,0
cheese,cheese,cheese cheesy,0
waffle,waffle,waffle extra,0
skewer,skewer,skewer scallion,0
frijole,frijole,frijole rice,0
bean,bean,bean frijole,0
mascarpone,mascarpone,mascarpone filling,0
filling,filling,filling ganache,0
lamb,lamb,lamb filet,0
wrapped,wrapped,wrapped oreo,0
special,special,special tib,0
crawfish,crawfish,crawfish raw,0
wing,wing,wing sugar,0
chocolate,chocolate,chocolate wing,0
na,na,na share,0
angel,angel,angel white,0
share,share,share piece,0
oreo,oreo,oreo cooky,0
cocktail,cocktail,cocktail chili,0
bacon,bacon,bacon stuffed,0
seared,seared,seared tataki,0
pork,pork,pork fish,0
topped,topped,topped golden,0
gourmet,gourmet,gourmet cupcake,0
chile,chile,chile pastum,0
tea,tea,tea cappuccino,0
cured,cured,cured chile,0
combination,combination,combination cured,0
black,black,black cream,0
mozzarella,mozzarella,mozzarella drink,0
tempura,tempura,tempura topping,0
bite,bite,bite sweet,0
pork,pork,pork waffle,0
kalbi,kalbi,kalbi ribeye,0
trio,trio,trio pulled,0
cabbage,cabbage,cabbage cucumber,0
schnitzel,schnitzel,schnitzel potato,0
tail,tail,tail taco,0
platter,platter,platter schnitzel,0
crab,crab,crab beet,0
cone,cone,cone creme,0
salmon,salmon,salmon zucchini,0
caramel,caramel,caramel waffle,0
beet,beet,beet lamb,0
love,love,love ginger,0
puree,puree,puree crispy,0
lasagna,lasagna,lasagna cauliflower,0
sauteed,sauteed,sauteed brussel,0
pear,pear,pear burratum,0
zucchini,zucchini,zucchini lasagna,0
bacon,bacon,bacon combination,0
blueberry,blueberry,blueberry brioche,0
grilled,grilled,grilled hollandaise,0
garlic,garlic,garlic lemon,0
sliced,sliced,sliced catfish,0
matcha,matcha,matcha salty,0
deliciou,deliciou,deliciou matcha,0
cheese,cheese,cheese peach,0
winter,winter,winter artichoke,0
raisin,raisin,raisin tart,0
miso,miso,miso yaki,0
cheese,cheese,cheese tempura,0
cauliflower,cauliflower,cauliflower garlic,0
pork,pork,pork vietnamese,0
famou,famou,famou cinnamon,0
rainbow,rainbow,rainbow cauliflower,0
kabob,kabob,kabob shawarma,0
rice,rice,rice kabob,0
oil,oil,oil wonton,0
ginger,ginger,ginger flavor,0
huge,huge,huge pancake,0
craftkitchen,craftkitchen,craftkitchen raspberry,0
goat,goat,goat beef,0
roll,roll,roll shredded,0
parmesan,parmesan,parmesan spice,0
order,order,order beef,0
cheddar,cheddar,cheddar pepper,0
brioche,brioche,brioche chocolate,0
house,house,house cheddar,0
parmesan,parmesan,parmesan edamame,0
arancini,arancini,arancini pizza,0
cha,cha,cha steam,0
toast,toast,toast spicy,0
katsu,katsu,katsu honey,0
seafood,seafood,seafood cream,0
flour,flour,flour rice,0
deliciou,deliciou,deliciou protein,0
bun,bun,bun tofu,0
cheesy,cheesy,cheesy turkey,0
latte,latte,latte strawberry,0
octopus,octopus,octopus generou,0
steam,steam,steam flour,0
tasty,tasty,tasty fatty,0
dragon,dragon,dragon friend,0
chocolate,chocolate,chocolate plate,0
avocado,avocado,avocado cashew,0
cashew,cashew,cashew sour,0
serf,serf,serf chocolate,0
steak,steak,steak chimichurri,0
curry,curry,curry extra,0
yuzu,yuzu,yuzu mustard,0
ponzu,ponzu,ponzu yuzu,0
salad,salad,salad ponzu,0
ribeye,ribeye,ribeye meat,0
slouse,slouse,slouse matcha,0
dish,dish,dish style,0
salted,salted,salted oatmeal,0
salad,salad,salad chip,0
taco,taco,taco set,0
oatmeal,oatmeal,oatmeal double,0
bowl,bowl,bowl small,0
burger,burger,burger kimchi,0
fresh,fresh,fresh special,0
burger,burger,burger chilli,0
sandwich,sandwich,sandwich jalapeno,0
cappuccino,cappuccino,cappuccino fresh,0
vega,vega,vega home,0
deliciou,deliciou,deliciou braised,0
mango,mango,mango matcha,0
rib,rib,rib nacho,0
kimchi,kimchi,kimchi hushpuppy,0
hollandaise,hollandaise,hollandaise chili,0
meat,meat,meat salty,0
salty,salty,salty sauce,0
dog,dog,dog american,0
mascarpone,mascarpone,mascarpone gorgonzola,0
flavour,flavour,flavour sour,0
wing,wing,wing taco,0
cashew,cashew,cashew cheese,0
wine,wine,wine filling,0
chilli,chilli,chilli cashew,0
lentil,lentil,lentil chilli,0
smoked,smoked,smoked cream,0
poke,poke,poke soba,0
duck,duck,duck chinese,0
beef,beef,beef smoked,0
vietnamese,vietnamese,vietnamese cherry,0
endoedible,endoedible,endoedible oreo,0
butter,butter,butter donut,0
baked,baked,baked waffle,0
egg,egg,egg romaine,0
atlantic,atlantic,atlantic burger,0
sourdough,sourdough,sourdough brioche,0
room,room,room sourdough,0
broiled,broiled,broiled bay,0
biscuit,biscuit,biscuit doughnut,0
mushroom,mushroom,mushroom sampler,0
spinach,spinach,spinach asparagu,0
filet,filet,filet spinach,0
pineapple,pineapple,pineapple chicken,0
tempura,tempura,tempura calamari,0
belly,belly,belly japanese,0
ribeye,ribeye,ribeye filet,0
burger,burger,burger toasted,0
fry,fry,fry cheddar,0
bacon,bacon,bacon half,0
golden,golden,golden wonton,0
fry,fry,fry chili,0
char,char,char pork,0
french,french,french butter,0
asparagu,asparagu,asparagu tempura,0
tempura,tempura,tempura sweet,0
dumpling,dumpling,dumpling served,0
apple,apple,apple cranberry,0
pastum,pastum,pastum noodle,0
deliciou,deliciou,deliciou pastum,0
carbonara,carbonara,carbonara egg,0
